title,date,category,name,leaning
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
"Amoklauf in Florida, USA: Debatte um Waffenrecht verschärft sich",2-21-18,2nd Amendment,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest in den USA gegen Waffengewalt - Panorama - HARZ KURIER,3-24-18,Public opinion,,Neutral
Nach Amoklauf: US-Präsident Trump sieht Problem auch bei Spielen und Filmen,2-24-18,Politics,,Neutral
Seit dem Amoklauf in Parkland wächst in den USA der Widerstand gegen die lockeren Waffengesetze. ...,2-24-18,Gun control/regulation,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-28-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Trump r&#252;ckt von Forderung nach sch&#228;rferem Waffenrecht ab,3-13-18,Politics,,Neutral
Nach Amoklauf in Florida - US-Firmen beenden Zusammenarbeit mit Waffenlobby,2-24-18,Economic consequences,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt | inSüdthüringen.de,3-25-18,Public opinion,,Neutral
politics - Schülerproteste in den USA gegen Schusswaffengewalt - UNTERNEHMEN-HEUTE.de,3-14-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Demonstrationen Kriminalität Schulen Waffen USA: «Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Nach Amoklauf: US-Präsident Trump sieht Problem auch bei Spielen und Filmen,2-23-18,Politics,,Neutral
„Waffenrecht in den USA ist nicht zu verstehen' Zu „Wählt sie ab! Wählt sie ab' vom 26. März: Tief erschüttert habe ich die Berichte im Fernsehen...,4-8-18,2nd Amendment,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab Washington (dpa) - US-Präsident Donald Trump ist in der Diskussion um eine Verschärfung der Waffenge…,3-12-18,Politics,,Neutral
Massenprotest in den USA gegen Waffengewalt - Panorama - Braunschweiger Zeitung,3-24-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Trump beugt sich nach Parkland-Amoklauf der Waffenlobby,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug» - Thema des Tages - Pforzheimer Zeitung,3-25-18,Public opinion,,Neutral
„Genug ist genug' - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt | Neue Presse Coburg,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika | Neue Presse Coburg,3-25-18,Society/Culture,,Neutral
USA : Floridas Gouverneur unterzeichnet strengeres Waffengesetz Waffenkäufer müssen unter anderem eine Wartezeit von drei Tagen in Kauf nehmen.,3-10-18,Economic consequences,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt | Frankenpost,3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug» | Nachrichten - LZ.de,3-24-18,Public opinion,,Neutral
Massenproteste für schärfere Waffengesetze in den USA,3-25-18,Gun control/regulation,,Neutral
Der Protest gegen die laschen Waffengesetze in den USA wächst.,2-21-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab | inSüdthüringen.de,3-12-18,Politics,,Neutral
USA vs. NRA: Trump rudert bei schärferen Waffengesetzen zurück,3-12-18,Politics,,Neutral
Nach Amoklauf in Florida: Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Schüler-Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
"Nach Schulmassaker in Florida, Trump zeigt sich offen für strengere Waffengesetze",2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Topthemen Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt in den USA - Panorama - HARZ KURIER,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
150 Menschen protestieren gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Hunderttausende auf der Straße Schüler protestieren gegen die Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Sch&#228;rfere Waffengesetze? Melania Trump unterst&#252;tzt jugendliche Demonstranten,2-28-18,Politics,,Neutral
Massenprotest in USA gegen Waffengewalt: „Genug ist genug“,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Waffengewalt: Amerikas Jugend schweigt nicht mehr,3-25-18,School/Public space safety,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht | Frankenpost,2-22-18,Public opinion,,Neutral
Politik:  Waffenrecht in den USA: Kampf der Kulturen,2-24-18,2nd Amendment,,Neutral
Schüler in den USA protestieren für schärferes Waffenrecht - nachrichten.de,2-23-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Nach Amoklauf in den USA: „Die Leben unserer Kinder hängen davon ab',2-21-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt in den USA - Panorama - Braunschweiger Zeitung,3-24-18,Public opinion,,Neutral
Kommentar zu US-Waffengesetzen: Präsident Trump liefert erneut keine belastbare Ideen,2-27-18,Politics,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: „Genug ist genug',3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA - Emder Zeitung,3-25-18,Public opinion,,Neutral
Tallahassee: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
Taylor Swift für schärfere Waffengesetze in den USA,3-27-18,Gun control/regulation,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Donald Trump verspricht Mini-Änderungen am US-Waffenrecht,2-24-18,Politics,,Neutral
Politik: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Elternabend in den USA - oder wie überleben meine Kinder einen Amoklauf?: Statt sich über die Qualität ...,3-15-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Schüler in der USA wollen schärfere Waffengesetze,2-20-18,Gun control/regulation,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
6 Minuten und 20 Sekunden Schweigen gegen Waffengewalt Landesweite Proteste nach dem jüngsten Schulmassaker in der USA / Schüler fordern eine Verschärfung der Waffenkontrollen,3-25-18,Gun control/regulation,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Nur geringe Proteste in Deutschland gegen Waffengewalt in den USA | News4teachers,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Waffengesetze Pauker mit Pistolen? Donald Trumps Vorschlag ist grotesk,2-23-18,Politics,,Neutral
09:58 Uhr Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Waffengesetze Donald Trump will Kauf von Waffen strenger überprüfen,2-20-18,Politics,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
"Parkland-Massaker: Melania Trump unterstützt Schüler, die schärfere Waffengesetzte fordern",2-27-18,Politics,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
"Am Anfang stand die Wut einer Schülerin, inzwischen ist daraus ein Schulstreik mit 2500 Veranstaltungen geworden. Wieder geht es in den USA um Waffengewalt, landesweit wurde an High Schools demonstriert. 1 Bilder Video",4-24-18,Public opinion,,Neutral
Trump denkt nun doch übers Waffengesetz nach,2-19-18,Politics,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
"Proteste gegen Waffengewalt in den USA, Amerikas Jugend erhebt sich",3-25-18,Public opinion,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
Historischer Protest gegen Waffengewalt in den USA - Hunderttausende auf den Straßen,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Trump erwägt Verschärfung des Waffenrechts,2-27-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Schülerproteste in den USA gegen Schusswaffengewalt,3-14-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Gegen Waffengewalt in den USA: 150 Menschen protestieren in Berlin,3-24-18,Public opinion,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA | Topthemen - LZ.de,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
17 Minuten Stille – Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Waffenrecht in den USA: Schärfere Gesetze eher unrealistisch,2-28-18,Gun control/regulation,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
„Marsch für unsere Leben': Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Weltgeschichte: Elternabend in den USA - oder wie überleben meine Kinder einen Amoklauf-,3-16-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
09:58 Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Schüler-Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Trump trifft sich mit Schülern,2-22-18,Politics,,Neutral
Trump zögert mit Waffengesetz: Parlament in Florida lehnt Sturmgewehr-Verbot ab,2-21-18,Politics,,Neutral
Kriminalität -Trump zu kleineren Korrekturen des Waffenrechts bereit - UNTERNEHMEN-HEUTE.de,2-21-18,Politics,,Neutral
Brennpunkt Trump will Schnellschuss-Vorrichtungen verbieten lassen Der Protest gegen die laschen Waffengesetze in den USA wächst. Auch vor dem Weißen Haus machen Jugendliche ihrem Unmut Luft - und Promis unterstützen sie. Donald Trump will nun ...,2-21-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
150 Menschen protestieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
"Gerechtigkeit Diese jungen Leute wollen das Unmögliche: Härtere Waffengesetze in den USA Ich gebe nicht auf, bis sich etwas tut. von Britta Kollenbroich",4-8-18,2nd Amendment,,Neutral
Trump erwägt Verschärfung des Waffenrechts,2-27-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA fÜr ein schÄrferes Waffenrecht,3-24-18,Public opinion,,Neutral
Schulmassaker in Parkland : Donald Trump will gegen Waffengewalt an Schulen noch mehr Waffen einsetzen,2-22-18,Politics,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-22-18,Politics,,Neutral
Deutschland & die Welt 21.02.2018 USA: Washington Trump trifft Amok-Überlebende US-Präsident Trump will sich heute - eine Woche nach dem Schul-Amoklauf in Florida - mit Schülern und Lehrern treffen.,2-22-18,Politics,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
AFP PHOTO / SAUL LOEB Ansichtssache 7000 Schuhe Aktivisten erinnern in USA an Opfer von Amokl&#228;ufen seit 2012 7000 Schuhe aus Protest gegen Waffengewalt an US-Schulen vor Kapitol abgestellt,3-14-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika - Topthemen - Eßlinger Zeitung,3-25-18,Public opinion,,Neutral
Debatte um Waffen in USA: Steven Spielberg und Oprah unterstützen Proteste gegen US-Waffengesetz (neues-deutschland.de),2-21-18,Public opinion,,Neutral
Aichacher Zeitung | Schülerproteste in den USA gegen Schusswaffengewalt,3-15-18,Public opinion,,Neutral
Politik: Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für schärferes Waffenrecht,3-25-18,Public opinion,,Neutral
Sch&#228;rfere Waffengesetze? Melania Trump unterst&#252;tzt jugendliche Demonstranten,3-7-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
"Trump zu Amoklauf in Florida Ich wÄre reingerannt, auch ohne Waffe",2-26-18,Politics,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Mitten in der Nacht hat ein Mann in einem Imbiss im amerikanischen Nashville vier Menschen bei einem Amoklauf getötet.,4-26-18,Society/Culture,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab - Emder Zeitung,3-13-18,Politics,,Neutral
Trump rudert bei Waffengesetz zurück,3-2-18,Politics,,Neutral
Kriminalität Schulen Gesellschaft Waffen Demonstrationen USA: Schüler in Florida demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
